,fabricante,modelo,ano,combustivel,hp,cilindros,tipo_transmissao,tracao,num_portas,categoria,tamanho,estilo,km_por_l_estrada,km_por_l_cidade,popularidade,preco_venda,label
988,Volvo,940,1993,gasolina comum,114.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,25,17,870,2000,Volvo 940
989,Volvo,940,1993,gasolina comum,162.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,22,17,870,2000,Volvo 940
990,Volvo,940,1994,gasolina comum,114.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,24,17,870,2000,Volvo 940
991,Volvo,940,1994,gasolina comum,114.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,24,17,870,2000,Volvo 940
992,Volvo,940,1994,gasolina comum,162.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,22,17,870,2000,Volvo 940
993,Volvo,940,1994,gasolina comum,162.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,22,17,870,2000,Volvo 940
994,Volvo,940,1995,gasolina comum,162.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,22,17,870,2000,Volvo 940
995,Volvo,940,1995,gasolina comum,162.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,24,17,870,2000,Volvo 940
996,Volvo,940,1995,gasolina comum,162.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,22,17,870,2000,Volvo 940
997,Volvo,940,1995,gasolina comum,114.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,24,17,870,2000,Volvo 940
998,Porsche,944,1990,gasolina comum,208.0,4.0,MANUAL,tracao_traseira,2.0,"Hatch,Luxo,Performance",compacto,2dr Hatchback,24,15,1715,2667,Porsche 944
999,Porsche,944,1990,gasolina comum,208.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,24,15,1715,3083,Porsche 944
1000,Porsche,944,1991,gasolina comum,208.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,24,15,1715,3578,Porsche 944
1001,Porsche,944,1991,gasolina comum,208.0,4.0,MANUAL,tracao_traseira,2.0,"Hatch,Luxo,Performance",compacto,2dr Hatchback,24,15,1715,3047,Porsche 944
1002,Volvo,960,1995,gasolina comum,181.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,23,15,870,2000,Volvo 960
1003,Volvo,960,1995,gasolina comum,181.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,23,15,870,2000,Volvo 960
1004,Volvo,960,1996,gasolina comum,181.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,24,16,870,2000,Volvo 960
1005,Volvo,960,1996,gasolina comum,181.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,24,16,870,2000,Volvo 960
1006,Volvo,960,1997,gasolina comum,181.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,24,16,870,2000,Volvo 960
1007,Volvo,960,1997,gasolina comum,181.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,24,16,870,2000,Volvo 960
1008,Porsche,968,1993,gasolina comum,236.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,24,15,1715,4651,Porsche 968
1009,Porsche,968,1993,gasolina comum,236.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,24,15,1715,3839,Porsche 968
1010,Porsche,968,1994,gasolina comum,236.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,24,15,1715,4191,Porsche 968
1011,Porsche,968,1994,gasolina comum,236.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,24,15,1715,4878,Porsche 968
1012,Porsche,968,1995,gasolina comum,236.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,24,15,1715,4723,Porsche 968
1013,Porsche,968,1995,gasolina comum,236.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,24,15,1715,5576,Porsche 968
1014,Audi,A3,2015,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,35150,Audi A3
1015,Audi,A3,2015,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,32600,Audi A3
1016,Audi,A3,2015,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,33200,Audi A3
1017,Audi,A3,2015,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,44050,Audi A3
1018,Audi,A3,2015,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,29900,Audi A3
1019,Audi,A3,2015,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,41650,Audi A3
1020,Audi,A3,2015,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,38150,Audi A3
1021,Audi,A3,2015,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,35750,Audi A3
1022,Audi,A3,2015,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,41050,Audi A3
1023,Audi,A3,2015,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,47050,Audi A3
1024,Audi,A3,2015,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,38350,Audi A3
1025,Audi,A3,2015,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,35600,Audi A3
1026,Audi,A3,2015,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,38600,Audi A3
1027,Audi,A3,2015,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,41150,Audi A3
1028,Audi,A3,2015,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,32450,Audi A3
1029,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,34200,Audi A3
1030,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,39600,Audi A3
1031,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,37700,Audi A3
1032,Audi,A3,2016,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,33200,Audi A3
1033,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,43050,Audi A3
1034,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,39300,Audi A3
1035,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,36600,Audi A3
1036,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,39750,Audi A3
1037,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,45450,Audi A3
1038,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,48450,Audi A3
1039,Audi,A3,2016,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,36700,Audi A3
1040,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,34400,Audi A3
1041,Audi,A3,2016,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,35900,Audi A3
1042,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,43100,Audi A3
1043,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,33,24,3105,36900,Audi A3
1044,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,33600,Audi A3
1045,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,33,23,3105,30900,Audi A3
1046,Audi,A3,2016,gasolina aditivada,170.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,35,24,3105,40100,Audi A3
1047,Audi,A3,2016,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,32,23,3105,42300,Audi A3
1048,Audi,A3,2016,diesel,150.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Diesel,Luxo",compacto,Sedan,43,31,3105,42050,Audi A3
1049,Audi,A3,2017,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,35,26,3105,43150,Audi A3
1050,Audi,A3,2017,gasolina aditivada,186.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,35,26,3105,40150,Audi A3
1051,Audi,A3,2017,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,35,26,3105,37450,Audi A3
1052,Audi,A3,2017,gasolina aditivada,186.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,34,25,3105,37600,Audi A3
1053,Audi,A3,2017,gasolina aditivada,186.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,35,26,3105,34450,Audi A3
1054,Audi,A3,2017,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,34,25,3105,40300,Audi A3
1055,Audi,A3,2017,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,34,25,3105,49250,Audi A3
1056,Audi,A3,2017,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,34,25,3105,43550,Audi A3
1057,Audi,A3,2017,gasolina aditivada,186.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,compacto,Sedan,35,26,3105,31200,Audi A3
1058,Audi,A3,2017,gasolina aditivada,186.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,34,25,3105,40850,Audi A3
1059,Audi,A3,2017,gasolina aditivada,186.0,4.0,AUTOMATIZADO,tracao_dianteira,2.0,Luxo,compacto,Conversível,34,25,3105,46550,Audi A3
1060,Audi,A3,2017,gasolina aditivada,220.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,compacto,Sedan,35,26,3105,34200,Audi A3
1061,Audi,A4 allroad,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,28,23,3105,51400,Audi A4 allroad
1062,Audi,A4 allroad,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,28,23,3105,44000,Audi A4 allroad
1063,Audi,A4 allroad,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,28,23,3105,47000,Audi A4 allroad
1064,Audi,A4,2015,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,31,22,3105,45000,Audi A4
1065,Audi,A4,2015,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,31,22,3105,39700,Audi A4
1066,Audi,A4,2015,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,43800,Audi A4
1067,Audi,A4,2015,gasolina premium,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,32,24,3105,35500,Audi A4
1068,Audi,A4,2015,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,38500,Audi A4
1069,Audi,A4,2015,gasolina premium,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,32,24,3105,37600,Audi A4
1070,Audi,A4,2015,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,36400,Audi A4
1071,Audi,A4,2015,gasolina premium,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,32,24,3105,42900,Audi A4
1072,Audi,A4,2015,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,31,22,3105,37600,Audi A4
1073,Audi,A4,2016,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,37000,Audi A4
1074,Audi,A4,2016,gasolina premium,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,31,22,3105,38000,Audi A4
1075,Audi,A4,2016,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,31,22,3105,38000,Audi A4
1076,Audi,A4,2016,gasolina premium,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,31,22,3105,35900,Audi A4
1077,Audi,A4,2016,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,31,22,3105,40100,Audi A4
1078,Audi,A4,2016,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,39100,Audi A4
1079,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Luxo,Performance",regular,Sedan,33,25,3105,37300,Audi A4
1080,Audi,A4,2017,gasolina aditivada,190.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,37,27,3105,34900,Audi A4
1081,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,24,3105,48000,Audi A4
1082,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,24,3105,43200,Audi A4
1083,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Luxo,Performance",regular,Sedan,33,25,3105,41100,Audi A4
1084,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,"Luxo,Performance",regular,Sedan,33,25,3105,45900,Audi A4
1085,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,24,3105,39400,Audi A4
1086,Audi,A4,2017,gasolina aditivada,190.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,37,27,3105,38700,Audi A4
1087,Audi,A4,2017,gasolina aditivada,190.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,37,27,3105,37850,Audi A4
1088,Audi,A4,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,24,3105,42350,Audi A4
1089,Audi,A5,2016,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,regular,Cupê,31,22,3105,43800,Audi A5
1090,Audi,A5,2016,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,regular,Cupê,31,22,3105,41500,Audi A5
1091,Audi,A5,2016,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,regular,Conversível,29,21,3105,47900,Audi A5
1092,Audi,A5,2016,gasolina premium,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,regular,Conversível,29,21,3105,50200,Audi A5
1093,Audi,A5,2016,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,2.0,Luxo,regular,Cupê,32,22,3105,40500,Audi A5
1094,Audi,A5,2016,gasolina premium,220.0,4.0,MANUAL,quatro_por_quatro AWD,2.0,Luxo,regular,Cupê,32,22,3105,42800,Audi A5
1095,Audi,A5,2017,flex,220.0,4.0,MANUAL,quatro_por_quatro AWD,2.0,"Flex,Luxo",regular,Cupê,32,23,3105,41200,Audi A5
1096,Audi,A5,2017,flex,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Flex,Luxo",regular,Conversível,21,15,3105,48600,Audi A5
1097,Audi,A5,2017,flex,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Flex,Luxo",regular,Cupê,22,15,3105,42200,Audi A5
1098,Audi,A6,2015,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,38,24,3105,58700,Audi A6
1099,Audi,A6,2015,gasolina aditivada,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,29,20,3105,50450,Audi A6
1100,Audi,A6,2015,gasolina aditivada,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,33,25,3105,44800,Audi A6
1101,Audi,A6,2015,gasolina premium,310.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,27,18,3105,60100,Audi A6
1102,Audi,A6,2015,gasolina aditivada,220.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,33,25,3105,48350,Audi A6
1103,Audi,A6,2015,gasolina premium,310.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,27,18,3105,56300,Audi A6
1104,Audi,A6,2015,gasolina aditivada,220.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,29,20,3105,46900,Audi A6
1105,Audi,A6,2015,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,38,24,3105,62500,Audi A6
1106,Audi,A6,2016,gasolina aditivada,252.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,52100,Audi A6
1107,Audi,A6,2016,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,35,24,3105,49900,Audi A6
1108,Audi,A6,2016,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,35,24,3105,46200,Audi A6
1109,Audi,A6,2016,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,38,25,3105,59500,Audi A6
1110,Audi,A6,2016,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,30,20,3105,61600,Audi A6
1111,Audi,A6,2016,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,30,20,3105,57400,Audi A6
1112,Audi,A6,2016,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,38,25,3105,63700,Audi A6
1113,Audi,A6,2016,gasolina aditivada,252.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,48400,Audi A6
1114,Audi,A6,2017,gasolina aditivada,252.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,31,22,3105,53800,Audi A6
1115,Audi,A6,2017,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,22,3105,61600,Audi A6
1116,Audi,A6,2017,gasolina premium,340.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,22,3105,67600,Audi A6
1117,Audi,A6,2017,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,29,21,3105,58600,Audi A6
1118,Audi,A6,2017,gasolina aditivada,252.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,32,22,3105,49800,Audi A6
1119,Audi,A6,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,354,24,3105,51600,Audi A6
1120,Audi,A6,2017,gasolina aditivada,252.0,4.0,AUTOMATIZADO,tracao_dianteira,4.0,Luxo,regular,Sedan,34,24,3105,47600,Audi A6
1121,Audi,A7,2015,gasolina premium,310.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,28,18,3105,65900,Audi A7
1122,Audi,A7,2015,gasolina premium,310.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,28,18,3105,69750,Audi A7
1123,Audi,A7,2015,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",grande,Sedan,38,24,3105,68300,Audi A7
1124,Audi,A7,2015,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",grande,Sedan,38,24,3105,72150,Audi A7
1125,Audi,A7,2016,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",grande,Sedan,38,25,3105,70400,Audi A7
1126,Audi,A7,2016,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,30,20,3105,68300,Audi A7
1127,Audi,A7,2016,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",grande,Sedan,35,24,3105,73050,Audi A7
1128,Audi,A7,2016,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,30,20,3105,70950,Audi A7
1129,Audi,A7,2017,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,29,21,3105,68800,Audi A7
1130,Audi,A7,2017,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,29,21,3105,71350,Audi A7
1131,Audi,A8,2016,diesel,240.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",grande,Sedan,36,24,3105,85200,Audi A8
1132,Audi,A8,2016,gasolina premium,500.0,12.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Alta-Performance",grande,Sedan,22,14,3105,137900,Audi A8
1133,Audi,A8,2016,gasolina premium,450.0,8.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Alta-Performance",grande,Sedan,29,18,3105,90500,Audi A8
1134,Audi,A8,2016,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,28,18,3105,81500,Audi A8
1135,Audi,A8,2017,gasolina premium,450.0,8.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Alta-Performance",grande,Sedan,29,18,3105,91500,Audi A8
1136,Audi,A8,2017,gasolina premium,333.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",grande,Sedan,29,19,3105,82500,Audi A8
1137,GMC,Acadia Limited,2017,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,22,15,549,43850,GMC Acadia Limited
1138,GMC,Acadia Limited,2017,gasolina comum,281.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,22,15,549,45850,GMC Acadia Limited
1139,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,17,549,33975,GMC Acadia
1140,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,17,549,40820,GMC Acadia
1141,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,16,549,42820,GMC Acadia
1142,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,17,549,42095,GMC Acadia
1143,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,16,549,44095,GMC Acadia
1144,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,16,549,38555,GMC Acadia
1145,GMC,Acadia,2015,gasolina comum,288.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,17,549,47690,GMC Acadia
1146,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,16,549,35975,GMC Acadia
1147,GMC,Acadia,2015,gasolina comum,288.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,23,16,549,49690,GMC Acadia
1148,GMC,Acadia,2015,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,24,17,549,36555,GMC Acadia
1149,GMC,Acadia,2016,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,22,15,549,36755,GMC Acadia
1150,GMC,Acadia,2016,gasolina comum,281.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Crossover,regular,4dr SUV,22,15,549,44295,GMC Acadia
1151,GMC,Acadia,2016,gasolina comum,281.0,6.0,AUTOMATICO,tracao_dianteira,4.0,Crossover,regular,4dr SUV,22,15,549,42295,GMC Acadia
